"Subgroup_Val_NId","Subgroup_Val","Subgroup_Val_GId","Subgroup_Val_Global"
342,"Import","918f99dc-3f88-486e-9be2-b3474c7c46dc",0
343,"15-64 ans","a85c7196-2354-44af-acf1-c5b1b10082dd",0
344,"65 ans et +","134f5ec2-33e1-422d-b6c6-54a0f679c683",0
345,"Moins de 15 ans","9003b48a-4b50-4489-aa34-492beae5e56f",0
346,"Autre","3fada7bd-01d3-4241-8ddc-e7188def9635",0
347,"CAE","afc6843a-d887-4ce9-b67c-58c20bb6be6d",0
348,"Culture générale","ae7acd99-dc18-426d-a1c0-e736767971b4",0
349,"Doctorat / DEA","10556a00-8491-4c37-b39c-cd91253b0e16",0
350,"DEUG","145d727b-0eab-4b3d-a9ce-14a78fd8b44b",0
351,"AES","81e6a4f6-8edf-47c2-8ba7-78eba0b19784",0
352,"Droit","744cfb54-6653-4ecf-9a81-a2eb1235091e",0
353,"Sce.Economiques","caef27db-3748-40b3-8604-265d40d302a5",0
354,"Commerce","4b0b5fff-ddd0-4bdf-885c-4ec284602520",0
355,"G. Informatique","598a0136-9c88-4f42-974c-2cd09b630340",0
356,"GEA","441f8162-10d5-4242-b679-9f7dc92c3f6c",0
357,"Tourisme et Hotelerie","9e09b31a-8f8e-4017-be09-fb049f93bdba",0
358,"Géographie","cd7c21ac-7a6d-4db0-8763-4d7b3cd46fad",0
359,"Histoire","559254e3-c3db-4c22-83da-4068103461dd",0
360,"LEA","b65251f7-cc6b-402a-80e6-93f4ed55ec8e",0
361,"Lettres Modernes Françaises","cd0173ed-79e8-4024-b14b-2674bd79f2cc",0
362,"Lettres Arabes","77673375-6400-4434-849f-6309c066d2a9",0
363,"S. Islamiques","7d8311cf-68b5-41bc-8175-8b0339f68ef7",0
364,"Math-Phys-Chimie","9a3c3b12-e4ee-40b7-a177-6a3ec6c1331c",0
365,"STE","065d19a7-b0b7-4e35-8e7c-f7d7712a9695",0
366,"SV","9032bd11-f364-492d-bb8d-75aa1ea1fb0a",0
367,"Soins Infirmiers","9a672e15-f8c8-4fde-9c6b-d71b22d3ca6c",0
368,"Tronc Commun","a38aaf24-6363-4211-8bc0-4a269a11a870",0
369,"EESP","f848f6b5-28e8-422f-85b4-45d2a88ea39c",0
370,"ENTP","9208b127-e7f2-4eac-ac09-5bcb7a64dfd1",0
371,"CNAED","7a59d0aa-a97d-4607-b420-c6a05e777a44",0
372,"ENAC","2f5557e1-1a99-42c3-a2ba-d494399f1232",0
373,"ISFR","d7333aac-5c66-4bc1-94bf-0e8d3d466f65",0
374,"Productif","3825eeed-d7e5-4864-b123-9ce61a5f1311",0
375,"Bandarsalama","b9c8641a-537c-40b1-8dd5-af91da898fad",0
376,"Ouani","db005630-36f2-442a-b30c-b006a0b2fbcb",0
377,"Mboigoma","bedeaf72-58d4-4dad-85ca-46ccb0ad49f4",0
378,"Mutsamudu","64dd4c7a-89ff-4c20-8916-748812f353da",0
379,"Bambao","e4c769a6-3b06-42a6-9779-3512eb05d530",0
380,"Djando-Mlédjélé","4dde6b94-5f54-4b2d-9ad7-0d249225aab0",0
381,"Domoni","d86b40b7-f45a-4ad5-8e13-94c8c6dad092",0
382,"Itsandra","b9a7f69d-4d09-452e-b5c2-bf80d6909771",0
383,"Mboudé","2e5d2fa6-a04b-47c0-80a3-b5ce6d870c8a",0
384,"Mitsamiouli","cb5912f7-771f-4969-9f90-b880697a3604",0
385,"Nyoumakélé","26530f3e-5bcb-4205-8187-0569c71fc011",0
386,"Oichili-Dimani","a333ada2-6a83-4574-960d-bd4990320ec5",0
387,"Ouzioini","b759a5f5-20b9-4bab-8c92-bdec11ae3e66",0
388,"Sima","f054d518-a451-4b64-adf1-c1cde06cfe21",0
389,"Dewa-Mwambao","f5b56192-dab0-4a26-ac18-962f1078e9f1",0
390,"Foumbouni","53dd6e81-2e3f-4b2e-88e2-674afade2f76",0
391,"Hamahamet","648a1936-8d20-411b-97bb-6f605c987680",0
392,"Hambou","812f82dc-873e-4231-a37c-84322b8fe5c5",0
393,"Femme 0-4 ans","4dc69d16-d4cc-457d-937c-2adab572ca7b",0
394,"Femme 25-29 ans","9187e17b-c99c-45d2-b706-e096483e5875",0
395,"Femme 30-34 ans","9daa9268-b431-4b58-8fa9-a9733dc1cd05",0
396,"Femme 35-39 ans","e6f63516-3092-4a72-97bd-1036c054054c",0
397,"Femme 40-44 ans","be03b288-04bb-49d5-aea6-ab30c92c8b08",0
398,"Femme 45-49 ans","bebad517-cf0d-4a33-a315-2136886cc024",0
399,"Femme 50-54 ans","2cec1e26-4cab-4051-8ea9-197cf027148c",0
400,"Femme 55-59 ans","20f5e2cf-88bc-4f22-a4c9-650195e95dd2",0
401,"Femme 5-9 ans","d91c9a95-dfbd-49a0-a7fd-d40c09b09daf",0
402,"Femme 60-64 ans","a5feb11b-4b87-4907-80f9-6d21e785e54f",0
403,"Femme 65-69 ans","040005d6-5d26-487d-8528-5cb1508b51fc",0
404,"Femme 70-74 ans","19cf4206-6912-4123-950c-267d036db176",0
405,"Femme 75-79 ans","dc1229e5-5f65-4d56-929e-abeef7795c40",0
406,"Femme 80 ans et +","adf14056-a85a-4eb3-8380-547bc814c9d2",0
407,"Homme 0-4 ans","577874f8-3d56-4662-9d57-9471a633d98c",0
408,"Homme 25-29 ans","4a093c00-9c14-48e5-a5e8-3ea97359f220",0
409,"Homme 30-34 ans","a1dc00fb-4754-4040-9ae1-b3f8adf91df6",0
410,"Homme 35-39 ans","4ace48d5-0991-4a4a-97b8-e56cd5c149b0",0
411,"Homme 40-44 ans","93ba730e-ffb7-468b-a619-6f527218a7e1",0
412,"Homme 45-49 ans","8388a324-91d8-4f62-b51e-056574d4a869",0
413,"Homme 50-54 ans","8f90fdb6-07ae-4756-a63c-bc842407cc25",0
414,"Homme 55-59 ans","8589c595-4809-442e-b066-68cf9617ef6f",0
415,"Homme 5-9 ans","76189036-ab60-4a20-b42b-71ad98de0446",0
416,"Homme 60-64 ans","07f77047-b45b-43d4-af5f-1825cb629f6b",0
417,"Homme 65-69 ans","9466d0a0-0cbe-4327-b698-a984aa404428",0
418,"Homme 70-74 ans","aa892e95-a799-48b5-9dce-7c32af1bbfb5",0
419,"Homme 75-79 ans","1f4a7ecb-a8f3-441f-ab7d-f7bc4bef12a6",0
420,"Homme 80 ans et +","4e79cc66-20ec-4cd7-86da-1e888ac8f1a9",0
421,"Total 0-4 ans","7c602d16-13da-4c82-8f97-60d9086480aa",0
422,"Total 25-29 ans","3e8ae2c9-6232-4c92-8870-4ff59b8306a2",0
423,"Total 30-34 ans","6f79fc4e-bfa2-4a86-8175-eae2f0944c4b",0
424,"Total 35-39 ans","096ee0c0-b789-4b7c-a7e2-d2b4fd01a190",0
425,"Total 40-44 ans","7e3b5a04-04da-4db4-99c7-d17f444b94fb",0
426,"Total 45-49 ans","65d8a7f0-a607-4ddd-8416-9bbf52b7f511",0
427,"Total 50-54 ans","18be2734-f951-4803-b35e-4b6d055cfe1a",0
428,"Total 55-59 ans","fb981a2e-d168-4bc5-9873-3f6f246dbb50",0
429,"Total 5-9 ans","f206647f-a587-4253-965d-401eb7456e05",0
430,"Total 60-64 ans","7d49ba93-90ca-4ceb-ab97-0145eb909ddf",0
431,"Total 65-69 ans","b4e87f28-7ca9-4154-9ade-f1b8f14a44a9",0
432,"Total 70-74 ans","027c36b3-cccb-4d8a-8f3f-7273ddfb6100",0
433,"Total 75-79 ans","8ce15e5b-e768-4551-a845-3f9ebb68b147",0
434,"Total 80 ans et +","2758ab24-97d4-43c6-84fd-3448aea36ecb",0
435,"Féminin Urbain","fd94e78e-ab14-4be6-a232-a40d24d55617",0
436,"Masculin Rural","c4ef44c0-2a66-4c27-96cf-0307ddc67e3b",0
437,"Masculin Urbain","a47c5fee-8a28-4ebd-80ce-e4b253951c5d",0
438,"Urbain","07456efb-d969-4a21-8fb3-8385c7d2c7e2",0
439,"Rural","6a7b3fc9-e3be-4b98-beb0-48d144fb392b",0
440,"Autres villes Urbain","8e8626d7-a925-489f-b99c-18988656cc1b",0
441,"Féminin Moroni","962f535f-70c8-40a8-83d7-ac2ddc2b6b12",0
442,"Homme Moroni","31f0dfc7-b94b-4b74-bb6d-40f1526d667c",0
443,"Féminin Autres villes Urbain","74840a90-938e-4cc5-910f-0dc828018a7c",0
444,"Homme Autres villes Urbain","737f0279-5fb8-48af-8162-a93b43077957",0
445,"Masculin Autres villes Urbain","02fe6d23-0a69-4262-b860-1a1b43e998cb",0
446,"Autres villes Urbain Total","6735b3de-ef32-430d-ab18-67601cb3d2ab",0
447,"Moroni Total","dfd7dccf-5aa8-4b99-9e38-4ec760533540",0
448,"Masculin Moroni","37deb42d-46a3-4f96-8b5b-9d1f92627198",0
454,"Femme 40-41 ans","bb15ec6c-1eb2-4a8b-98af-1a549f571cd5",0
455,"Femme 42-43 ans","27c281d3-b23b-4869-8b55-472128c682d5",0
456,"Femme 44-45 ans","f00e446c-d2a6-4e22-ac53-21992bbdc70f",0
457,"Femme 46-47 ans","4de7a5fa-72b6-440b-8b36-c021040c99f3",0
458,"Femme 48-49 ans","ad10f973-ad2e-4047-a357-49519a2a2084",0
459,"Condom féminin","e372ac3b-5bda-4673-899a-a46fa1daa706",0
460,"Condom masculin","81e73c4b-0237-468d-8a91-90ca48965696",0
461,"DIU","09bad5f3-f1d8-4f60-8fcd-e91aad651705",0
462,"Injectable","2d086e95-afe2-4f7c-9edc-e0ba84154cd7",0
463,"Méthode de l'allaitement maternel et de l'aménorrhée (MAMA)","0b82fe82-f3f3-4afb-be3b-7a4cbece8ef9",0
464,"N'importe quelle méthode","6ff5a9b9-ecfa-4dc3-9203-c7b4f0155042",0
465,"Pilule","44751518-24c0-4a6d-a61c-85d8be4cf819",0
466,"Pilule du lendemain","2644dc7a-7465-4489-a06b-83d83810338b",0
467,"Retrait","428d416a-6248-4357-85f4-4401a8c702e5",0
468,"Rythme","5a21562a-ccdf-4a36-94dc-043ddf0f1c0c",0
469,"Stérilisation féminine","81397a61-63ee-4124-b625-4e420092ff51",0
470,"Stérilisation masculine","ef98629d-8bf6-436e-b48b-dfc928f33d7b",0
471,"Une méthode moderne","4c0be5bc-2f05-4102-a0dd-4b7ef0a87e49",0
472,"Une méthode traditionnelle","dee943b7-efbb-417e-a175-c85f5c135edd",0
473,"Implants","859950cc-aaa9-4d4a-b758-44209d7d99c9",0
474,"Aucun","2ede66ce-0da3-4792-aad1-70e5f73ec760",0
475,"Ne sait pas/manquant","8813fe4d-628b-4852-a413-8208fccadeba",0
476,"Primaire complet","c1d6df11-1abd-4e93-9556-bdb51832e2b1",0
477,"Primaire incomplet","384eaa6f-6814-4acc-b24c-fb631ed24e59",0
478,"Secondaire complet","4dd5a6b2-a560-4c88-bdd0-f2ed38756e05",0
479,"Secondaire incomplet","9bb47676-e9bf-4763-bfcf-65251468e7e2",0
480,"Supérieur","71087e9f-073c-4c33-8700-cd61f68cbd9f",0
481,"Femme Autres villes Urbain","b47bcdb4-9697-437f-b7e5-581c3ca819c1",0
482,"Femme Moroni","73e5f2a8-af77-4626-9d44-65a9788dbfa8",0
483,"Femme Rural","53e5d8b8-f9f4-49e9-ae01-7e771803d74c",0
484,"Homme Rural","7118f766-1898-47ff-b312-541db8984179",0
485,"Femme Total","bc45d739-12d2-4ac5-a322-c8d634474cf3",0
486,"Homme Total","758d3cdc-1492-4026-ad41-dda3da62ad95",0
487,"Femme Urbain","b85c95eb-be77-4179-9028-c51f4fc1999a",0
488,"Homme Urbain","21d7fc6b-6446-45c6-84b1-a49bf4a80188",0
489,"Autres services","b9fc88e8-87b7-4366-9cd4-55bf563dc610",0
490,"Production bancaire imputée","45c17644-d407-40ca-a633-cd8ab4642956",0
491,"Agriculture, élevage, pêche, sylviculture","ac45b37d-6626-4577-a288-51a70274e84f",0
492,"Consommation privée","a5a7eb9b-43f8-48a2-b17d-71603d0fe513",0
493,"Consommation publique","f64594ae-31a4-4aa3-8813-32a26d2257c4",0
494,"Exportations de biens et services","952ac569-80b7-4609-baf0-34e135f34cb0",0
495,"Formation brute de capital fixe","c3261754-b488-427e-9960-28ed7fe78a3c",0
496,"Importations de biens et services","77f180dd-f6b2-4bfb-b798-e4bd3e1b3212",0
497,"Produit national brut","a7eab03a-bbf3-41ab-8db4-e64c54aefb97",0
498,"Revenus des facteurs","609e2e81-8ffb-4fe7-8855-c8cffa864375",0
499,"Variations de stocks","ecb0002c-70eb-453b-be13-f2731e0bf541",0
500,"Consommations finales","526a220e-d0d3-42cd-ab0f-9f344514202c",0
501,"Exportations nettes","4219084e-ed9d-4b81-9249-2f630e649ba4",0
502,"Hôptial du Gouvernement","bddd5262-c256-4211-9f75-f4fbf82d7e86",0
503,"Secteur privé","e4bbc312-bfd0-4d67-9f3f-974181a8a063",0
504,"Secteur public","df7f1725-f04f-4a7c-9226-59ebd63be88a",0
505,"Centre de santé du Gouvernement","ce1409fe-f107-422b-8eab-5d64ae9e0471",0
506,"Centre Médico-chirurgical","216a6fca-7b92-472a-ac55-a900b4f1dbb9",0
507,"Agent de santé","807d023b-88b1-41a3-97f9-bc591544bb7b",0
508,"ASCOBEF","2d06b38d-943b-48ca-841c-eaaf6522bb0e",0
509,"Centre médical urbain","6a80fd0c-83f0-45da-9e94-b4581644dfea",0
510,"Medcin privée","1de552bf-23ba-453c-b620-0991385f2358",0
511,"Amis/parents","76399e78-ae90-41a7-b731-01f4006ec163",0
512,"Autre secteur public","5e494a14-e6de-488b-aa90-3f510e6e698f",0
513,"Autres sources","dee3f0b7-0624-4ad2-9a1d-47e3566bd1e1",0
514,"Boutique/marché","a614f3af-39b2-45d1-8e06-dbd2845c5184",0
515,"Centre de santé communautaire","1c5b943b-0ddb-41a7-9f26-8fcce81898a3",0
516,"Clinique privée","1920d899-8bed-45a4-99bd-a1bd32c2527f",0
517,"Manquant","f3512336-04e3-4ce8-a7a3-045dab492d8c",0
518,"Medecin privé","22b2294c-54e8-4c78-a39c-034d3b9acd54",0
519,"Pharmacie privée","34c42ade-6351-4796-92d7-9713fbb4ba28",0
520,"Poste de santé","53cad14e-e964-41af-ad31-64d07907ebec",0
521,"Secteur médicale privé","a6ebe860-ac08-4926-9d69-bdbdba54f32e",0
522,"Secteur médical privé","2e10d085-9cbe-4c29-bda9-19e215154f2e",0
523,"Médecin privé","ef354654-fe49-45ad-bd63-c321dbd70f6e",0
