"Subgroup_NId","Subgroup_Name","Subgroup_GId","Subgroup_Global","Subgroup_Type"
340,"Consommation publique","583fc39f-11be-437d-b548-165d05d98733",0,4
341,"Consommation privée","88661a97-61d3-411d-8078-2dc9c5e0f0c7",0,4
342,"Formation brute de capital fixe","a2c5d154-323c-40d5-932f-e30c363afcfa",0,4
343,"Variations de stocks","f4c2eb60-3c6c-4f12-bacc-02822e466995",0,4
344,"Exportations de biens et services","18cfb624-33dd-4af2-b4cb-775ff6ce3f51",0,4
345,"Importations de biens et services","30736628-7ce3-466e-8cd4-4ed3307aeb85",0,4
346,"Revenus des facteurs","0caf2698-1ee9-4a91-b80e-651df71d200d",0,4
347,"Produit national brut","7eb34209-ecf3-4c09-99b0-874304473e04",0,4
348,"Consommations nettes","ccd199fd-df52-4e63-8770-185c5ca502a0",0,4
349,"Consommations finales","837a3cf3-3dc1-4fc4-a0d2-75787ed1b2d0",0,4
350,"Exportations nettes","a09e4d72-ad54-4cc8-ae5b-c550d9728279",0,4
351,"Secteur public","27131a26-3fa7-4abe-8b33-c1c1f87279ec",0,4
352,"Hôptial du Gouvernement","859388c3-3701-4c3d-9b6b-e41ea2e91456",0,4
353,"Secteur privé","a8835d04-3c12-41c3-8ff1-3784e98ec622",0,4
354,"Centre de santé du Gouvernement","f0b0ba89-b21a-4262-9a9c-1e5707bbc0ee",0,4
355,"Centre Médico-chirurgical","a0c85b0d-9ef3-4c0e-9a16-4e77aea4a694",0,4
356,"Medcin privée","fca7439c-f792-4820-8df6-735e4f3c3429",0,4
357,"Centre médical urbain","e4c9af67-0f3e-4892-b8bc-4909ab01a962",0,4
358,"Agent de santé","8a8484bd-3acb-400e-a1d0-83573d36fc17",0,4
359,"ASCOBEF","b3f7cae4-ef74-4e53-964a-1ab48341bb3a",0,4
360,"Centre de santé communautaire","5ac224bd-e4a3-4399-b3a7-fb1547ad562b",0,4
361,"Poste de santé","2b08cae9-03af-4ac0-8576-c328911e9f11",0,4
362,"Autre secteur public","87d6b627-513b-4519-a07b-cec66ed83db4",0,4
363,"Secteur médicale privé","a2e7449c-38e6-4af5-a49a-6ad017f4069a",0,4
364,"Clinique privée","28a08356-bf9f-4589-ab2f-b01abecf1ef4",0,4
365,"Pharmacie privée","7a7acf8e-4f8c-447f-95d2-c06107a5721c",0,4
366,"Medecin privé","03e7fb24-bd8c-4303-81d8-debfcc27d7af",0,4
367,"Autres sources","938c16f9-ad9a-4161-b21f-9a8fbeefba76",0,4
368,"Boutique/marché","fa633a40-7191-44b2-b3f7-f845d53dcfe0",0,4
369,"Amis/parents","a3afaba2-b6c3-456b-9da9-32da1b7997cd",0,4
370,"Autres","34605f24-dfa3-4781-8139-f022726e8f1d",0,4
371,"Manquant","81464cde-d8b4-471a-9300-d01f68541e8f",0,4
372,"Secteur médical privé","0a0dc168-891c-4e67-ad4c-b33434e49626",0,4
373,"Médecin privé","82d4e3b6-5b3b-4f7e-9c3c-23203d1fd900",0,4
