IC_NId;IC_Parent_GId;IC_Parent_NId;IC_GId;IC_Name;IC_Global;IC_Info;IC_Type
576;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;73b82ff3-8f74-4adc-ad1f-ac3c9d10f795;COM_BANQUE CENTRALE DES COMORES_1990-2010;TRUE;;SR
577;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;8ae47cd6-cc1c-4d1c-9f59-042594db78d3;COM_CGP / PIP_2001-2010;FALSE;;SR
578;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;bdf751b3-c84d-4f25-88b3-cf543b36478c;COM_CGP_SERVICE PIP_1990-2010;TRUE;;SR
579;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;6e014296-d0de-431c-bed4-dc590f0f1c3a;COM_DIRECTION COMMERCIALE DE LA SNPT_2002-2010;TRUE;;SR
580;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;7c67756a-30fb-4a04-8657-a8eb8820e4b7;COM_DIRECTION DES HYDROCARBURES_1990-2010;TRUE;;SR
581;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;fd45cacb-48d0-45de-8410-9833504a3d5e;COM_DIRECTION GENERALE DES DOUANES_1990-2003;TRUE;;SR
582;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;e2ff5128-cc28-43d5-8075-d45c922bfd4b;COM_DIRECTION GENERALE DES TRAVAUX PUBLICS_1991-2002;TRUE;;SR
583;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;793f3340-b707-4aac-adf5-14c45f64a228;COM_DIRECTION NATIONALE DE LA STATISTIQUE_1990-2010;TRUE;;SR
584;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;c8c060cf-08f1-4a59-bf7a-d5a2580ce246;COM_DIRECTION NATIONALE DU TOURISME_1990-2010;TRUE;;SR
585;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;5067088c-af6c-4a9f-ac46-ded734d30682;COM_EEDC / CEE / MAMWE_2000-2010;TRUE;;SR
586;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;051320af-7c01-4534-8699-5d8630367978;COM_ENQUETE A INDICATEURS MULTIPLES MICS_2000;TRUE;;SR
587;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;3c9a6d23-4664-4789-8c89-b4b98bc7bb91;COM_ENQUETE BUDGET CONSOMMATION (EBC)_1995;TRUE;;SR
588;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;9c5fe209-42a4-4a85-956c-45dd2a20b5d4;COM_ENQUETE DEMOGRAPHIQUE ET DE SANTE COMORES_1996;TRUE;;SR
589;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;2bcf1ebf-93e6-436e-84d9-7059d128ac90;COM_ENQUÊTE DEMOGRAPHIQUE ET DE SANTE ET A INDICATEURS MULTIPLES (EDS-MICS)_2012;FALSE;;SR
590;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;3f15093b-75d4-445c-9740-b3cb0a22a699;COM_ENQUETE INTEGRALE AUPRES DES MENAGES (EIM)_2004;TRUE;;SR
591;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;0ecc4965-63a7-4804-a1c9-ccaa90559eb0;COM_EVALUATION PEV_1992-1996;TRUE;;SR
592;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;9dec772e-a7d2-4e8b-9afa-57ef5f52b902;COM_FAO / STRATEGIE AGRICOLE_1992;TRUE;;SR
593;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;d69c8329-c697-40af-a86d-96c1b028cfa1;COM_FAO_STRATEGIE AGRICOLE_1992;TRUE;;SR
594;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;5b4f7d9d-112f-4e59-a8ed-d3f705a93f14;COM_FMI / TABLEAU DE SYNTHESE BUDGETAIRE_1990-2010;TRUE;;SR
595;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;35dfcb1f-a2eb-42dd-b5bf-e1ae59f8c36f;COM_FMI_TABLEAUX DE SYNTHESE BUDGETAIRE_1990-2010;TRUE;;SR
596;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;33dc55e7-c2bf-465a-a8ae-e2ee93cf3080;COM_INSTITUT NATIONAL DE LA STATISTIQUE ET DES ETUDES ECONOMIQUES ET DEMOGRAPHIQUES (INSEED)_2014;FALSE;;SR
597;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;fcfe0612-e4a6-47fe-8097-382e4f81526e;COM_MEN / DG PLANIFICATION_1990-2010;TRUE;;SR
598;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;abe55d4e-be10-4ea9-9adf-0fe5b835e71a;COM_MEN / TABLEAU DE BORD_2006-2007;TRUE;;SR
599;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;11038a81-86ff-473f-9aa4-e390a8647926;COM_MINISTERE DE LA SANTE / PLANIFICATION SANITAIRE_1990-2010;TRUE;;SR
600;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;ca811722-29b3-4ca0-a6ce-f3a5fb9b1e9a;COM_MINISTERE DES FINANCES / DIRECTION DU BUDGET_1990-2010;TRUE;;SR
601;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;bbc11646-2815-4ca6-ba5a-661b6098bd3f;COM_MINISTERE DES FINANCES / SERVICE DE LA DETTE EXTERIEURE_1990-2010;TRUE;;SR
602;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;bdb66350-74a9-4270-a2c2-fc0edfcc1115;COM_MINISTERE DES FINANCES_1990-2010;TRUE;;SR
603;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;ebc86e6e-9bcc-470e-9a52-ab7e97a94602;COM_MINISTERES DES FINANCES;FALSE;;SR
604;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;c3fad591-2918-497b-a0c3-8b65a47ffc91;COM_MINISTERES DES FINANCES / BCC / FMI_1990-2010;TRUE;;SR
605;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;c30f01d8-4299-4cbc-b12d-6b6136892db6;COM_MINISTERES DES FINANCES, BCC, FMI_1990-2010;TRUE;;SR
606;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;2383bdb7-1f2b-46af-b5f8-2f35df47041d;COM_PNUD / RAPPORT D'ANALYSE COMMUNE DE LA SITUATION ECONOMIQUE_2002;TRUE;;SR
607;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;9242711d-acee-4ef6-b857-69405977bc4a;COM_PNUD / RAPPORT DE COOPERATION AU DEVELOPPEMENT_1999;FALSE;;SR
608;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;93b399a5-3952-4b0b-a347-77a8a0e5ae1a;COM_PNUD, RAPPORT DE COOPERATION AU DEVELOPPEMENT_1999;TRUE;;SR
609;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;c44e9301-8fc5-4da0-9b1e-f015b3ec6053;COM_PNUD_RAPPORT D'ANALYSE COMMUNE DE LA SITUATION ECONOMIQUE DES COMORES_2002;TRUE;;SR
610;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;defe815d-7829-4cf7-af44-aaf2e7e36e7c;COM_PNUD_RAPPORT DE COOPERATION AU DEVELOPPEMENT_1999;FALSE;;SR
611;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;91fc1555-9d01-4e3a-b36c-71f682092ae1;COM_PORT DE MORONI / SERVICE CAPITENERIE_1990-2010;TRUE;;SR
612;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;123f9b24-2c06-4a88-b61c-8697d7fea147;COM_PROGRAMME NATIONAL DE LUTTE CONTRE LA LEPRE ET LA TUBERCULOSE (PNLLT)_1994-2004;TRUE;;SR
613;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;3f2e3177-3f89-4a77-965b-8e5c5a5e0044;COM_PROGRAMME NATIONAL DE LUTTE CONTRE LE SIDA (PNLS)_1989-2000;TRUE;;SR
614;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;c677b113-0f36-4d16-b9f0-136935aeb77a;COM_RAPPORT PNUD / BIT_2000;TRUE;;SR
615;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;a49bd86d-c079-480a-9770-4cc6ed649371;COM_RECENSEMENT GENERAL DE LA POPULATION ET DE L HABITAT_1980;TRUE;;SR
616;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;b2cf361c-9987-4012-8df5-6cfc1c066ee5;COM_RECENSEMENT GENERAL DE LA POPULATION ET DE L HABITAT_1991;TRUE;;SR
617;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;4b1236b4-9a7e-483b-a51f-9215c4c47e0b;COM_RECENSEMENT GENERAL DE LA POPULATION ET DE L HABITAT_2003;TRUE;;SR
618;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;90a056ba-5eb4-4a2f-8d54-eac06c052ef3;COM_SHAFOP_2006-2010;TRUE;;SR
619;6c28ad28-a450-4b9a-995e-1319f5eb4fc2;574;43810f92-b797-4850-badc-265362bf7055;COM_TRIBUNAL / PARQUET DE LA REPUBLIQUE_2000-2015;FALSE;;SR
623;6d61167a-75bd-4004-b76e-e5656421064b;622;1e286b6b-f706-401a-a52e-fab3816c91d5;"UN_AIDS Indicator Surveys (AIS), Behavioural Surveillance Surveys (BSS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), Reproductive Health Surveys (RHS) and other national household surveys, 2003–2008; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>";FALSE;;SR
624;6d61167a-75bd-4004-b76e-e5656421064b;622;3c872677-0e35-4f1b-9194-6170e213e7b0;"UN_AIDS Indicator Surveys (AIS), Behavioural Surveillance Surveys (BSS), Demographic and Health Surveys (DHS), Reproductive Health Surveys (RHS) and other national household surveys, 2003–2008; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>";FALSE;;SR
625;6d61167a-75bd-4004-b76e-e5656421064b;622;77383c16-6088-4289-b878-0aa932f3d0a1;"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national household surveys, 2003–2008; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>";FALSE;;SR
626;6d61167a-75bd-4004-b76e-e5656421064b;622;ef799d09-1e7c-46cc-bc01-bcbfa432b4c4;UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and malaria indicator surveys;FALSE;;SR
627;6d61167a-75bd-4004-b76e-e5656421064b;622;06fb3adb-f01c-48aa-af93-1f28413de982;UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national household surveys;FALSE;;SR
628;6d61167a-75bd-4004-b76e-e5656421064b;622;6f420927-444a-424f-9723-04cead184313;UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national household surveys, World Health Organization (WHO) and UNICEF - (NCHS/WHO);FALSE;;SR
629;6d61167a-75bd-4004-b76e-e5656421064b;622;699fe8fe-9ece-42d9-940e-731c5377b34a;UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national household surveys, World Health Organization (WHO) and UNICEF - (WHO ref.pop.);FALSE;;SR
630;6d61167a-75bd-4004-b76e-e5656421064b;622;184a8054-08de-47d7-b77b-8755ef139756;UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), United Nations Population Division and UNICEF;FALSE;;SR
631;6d61167a-75bd-4004-b76e-e5656421064b;622;46a3308e-0890-4ab6-9ccb-11ed174a909b;UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), World Health Organization (WHO) and UNICEF;FALSE;;SR
632;6d61167a-75bd-4004-b76e-e5656421064b;622;51fc3651-3419-4166-a19d-e0d1d523328a;UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank);FALSE;;SR
633;6d61167a-75bd-4004-b76e-e5656421064b;622;8f644958-b664-4300-bac2-32e9c295c89f;UN_International Telecommunications Union, Geneva;FALSE;;SR
634;6d61167a-75bd-4004-b76e-e5656421064b;622;bb7d37be-22da-4773-9a93-19998e2dcfcb;UN_Joint United Nations Programme on HIV/AIDS (UNAIDS), Report on the Global AIDS Epidemic, 2008;FALSE;;SR
635;6d61167a-75bd-4004-b76e-e5656421064b;622;11815fba-5ff0-4974-9257-09cf3a646766;UN_UNAIDS, AIDS epidemic update, 2009;FALSE;;SR
636;6d61167a-75bd-4004-b76e-e5656421064b;622;b6b3689d-ddd2-464a-93d4-9dc7d6123d4c;UN_UNESCO Institute for Statistics (UIS);FALSE;;SR
637;6d61167a-75bd-4004-b76e-e5656421064b;622;85321f03-f040-42bf-9832-ca726094be26;UN_UNICEF and World Health Organization (WHO);FALSE;;SR
638;6d61167a-75bd-4004-b76e-e5656421064b;622;3bae1bc8-0f32-4234-9123-d1ef516e8b13;UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme;FALSE;;SR
639;6d61167a-75bd-4004-b76e-e5656421064b;622;d18aa847-9480-49b6-8c90-ca2dde6a98a1;UN_World Bank;FALSE;;SR
641;b9adfeaf-c94d-4481-9d0e-fbafb399f3aa;640;280aa0e4-c2c2-4e20-8acb-91fb7bd45d21;UNDP_HDR_2003;TRUE;;SR
643;519f63e9-8270-4c06-9ea1-2e28f8c2e8aa;642;501421d3-7fe7-43d9-8b0a-b4fd572e1f2e;UNFPA_SOWP_2003;TRUE;;SR
645;cc5b3bef-7acc-4aa7-a1f8-e004282bd33e;644;77b2bc2b-4df3-4c22-976c-87e7712de8fb;UNICEF_SOWC 2006;TRUE;;SR
646;cc5b3bef-7acc-4aa7-a1f8-e004282bd33e;644;6676191f-a443-44ce-8258-c0b581a9e7e9;UNICEF_SOWC_2004;TRUE;;SR
648;02764270-7791-40a4-9d00-4dabd500a5d7;647;6bc0b17e-27c4-4152-9d4b-0ec147c92d4a;UNSD_MDG_2006;FALSE;;SR
649;02764270-7791-40a4-9d00-4dabd500a5d7;647;0d4f6296-e02f-4f1d-83eb-b6cabdbea038;UNSD_MDG_2006 Country Adjusted;FALSE;;SR
650;02764270-7791-40a4-9d00-4dabd500a5d7;647;c166906b-ad48-40d6-9056-e76b02aec1ae;UNSD_MDG_2006 Country Data;FALSE;;SR
651;02764270-7791-40a4-9d00-4dabd500a5d7;647;d15b23c4-8386-4afc-9eb1-676d6419c792;UNSD_MDG_2006 Country Data (UNFCCC);FALSE;;SR
652;02764270-7791-40a4-9d00-4dabd500a5d7;647;011bcdb3-1259-46c0-b2f7-a5f80091ab87;UNSD_MDG_2006 Estimated;FALSE;;SR
653;02764270-7791-40a4-9d00-4dabd500a5d7;647;e01b0d45-cacd-446a-9c95-032544c630de;UNSD_MDG_2006 Global Monitoring Data;FALSE;;SR
654;02764270-7791-40a4-9d00-4dabd500a5d7;647;f0e84990-1a43-47fc-975e-217809013721;UNSD_MDG_2006 Global Monitoring Data (CDIAC);FALSE;;SR
655;02764270-7791-40a4-9d00-4dabd500a5d7;647;999fd135-52c2-4f92-8e93-2b6ec6467a3e;UNSD_MDG_2006 Modelled;FALSE;;SR
657;01f9a172-ba2f-452a-ab6c-a32249e27ae1;656;6b248b06-c97a-4e27-bad0-d474d9b54f28;WORLD BANK_WDR_2004;TRUE;;SR
